date,portfolio_ret,benchmark_ret,realized_alpha,top_k,stocks,test_year,strategy_equity,benchmark_equity
2023-10-17,0.03452969067125111,-0.016237706475601965,0.05076739714685308,5,"6669.TW,3231.TW,2618.TW,3017.TW,2454.TW",2023,1.588407290198108,1.9142989799454284
2023-10-24,0.003046394630141558,-0.01771335560974363,0.02075975023988519,5,"9910.TW,2615.TW,2303.TW,4904.TW,2454.TW",2023,1.593246205637445,1.8803903213702855
2023-10-31,0.08039471264256681,0.03811473332011306,0.04227997932245375,5,"3231.TW,6669.TW,3017.TW,1590.TW,2345.TW",2023,1.7213347765085274,1.9520608970070357
2023-11-07,0.04457154315552603,0.03355705734500303,0.011014485810523,5,"2382.TW,3017.TW,3231.TW,3034.TW,2454.TW",2023,1.798057323784785,2.0175663164688387
2023-11-14,-0.02773413649271006,0.0026737914253454065,-0.030407927918055466,5,"6669.TW,2357.TW,2382.TW,4904.TW,3034.TW",2023,1.748189756545221,2.0229608679858786
2023-11-21,-0.020312543126084326,0.0003810135143682558,-0.02069355664045258,5,"6669.TW,2618.TW,2357.TW,2881.TW,2207.TW",2023,1.7126795767228173,2.023731643415619
2023-11-28,-0.010419636904531404,-0.006854580603116611,-0.003565056301414793,5,"2382.TW,2408.TW,2327.TW,2883.TW,2454.TW",2023,1.6948340773995592,2.009859811746749
2023-12-05,0.020855976975852952,0.009202442450170878,0.011653534525682074,5,"2615.TW,3037.TW,6669.TW,2408.TW,2603.TW",2023,1.7301814978956953,2.0283554309972596
2023-12-12,-0.00583315941541096,0.014817737376193518,-0.02065089679160448,5,"1216.TW,5876.TW,1101.TW,2883.TW,4904.TW",2023,1.7200890734008751,2.058411069079353
2023-12-19,0.028160710325108473,0.006364518280111531,0.021796192044996943,5,"2609.TW,2615.TW,2885.TW,3034.TW,3037.TW",2023,1.7685280035303015,2.0715118639564922
2023-12-26,-0.0018045680995872893,-0.01376483710044818,0.01196026900086089,5,"2609.TW,2615.TW,3008.TW,2357.TW,3017.TW",2023,1.7653365743119038,2.042997840597485
2024-01-02,-0.021847248120622997,-0.009723412816197041,-0.012123835304425956,5,"2609.TW,3231.TW,2345.TW,2357.TW,2603.TW",2024,1.726768828156501,2.0231329292107567
2024-01-09,0.009254040376282413,0.004769529647456583,0.00448451072882583,5,"2603.TW,2609.TW,2382.TW,2357.TW,3008.TW",2024,1.7427484166127671,2.0327823216973733
